>26712_26713 both
>28807_29684 with 29683_29684 right
chlM12 4876389 4876488
chlTAMOak81 4891062 4891122
chlChPhzS140 5207567 5207654
chlPCL1607 5106124 5106211
chlChPhzTR39 5185272 5185371
chlChPhzTR38 5130227 5130326
chl66 4982354 4982453
chl449 5156063 5156162
chlQ16 5083300 5083399
chl464 5157998 5158097
chl19603 5272335 5272434
chlCW2 5070802 5070901
chlC50 4896371 4896470
chlP2 5383541 5383640
chlJD37 1893706 1893805
chlChPhzS24 4985418 4985517
chl6698 5207948 5208047
chl2210 5006388 5006487
chlChPhzS23 4926142 4926241
chlPCL1391 5048556 5048643
chlLzh-T5 4988471 4988570
chlPA23 4954569 4954668
chlStFRB508 4947345 4947443
chlChPhzTR36 5116110 5116209
chlO6 5055377 5055476
chlChPhzTR18 4995177 4995276
chl189 4787570 4787669
chl17415 4833883 4833982
chlZJU60 4987982 4988081
chlM71 4995472 4995571
chl17411 5215792 5215891
chl17809 5215797 5215896
chl21509 5248311 5248410
chl50083 5051731 5051830
chlK27 5056716 5056815
>29511_29512 with 29511_29513 left
chlM12 417751 417850
chl189 2527171 2527270
chlB25 425103 425202
chlChPhzTR36 419840 419939
chlTAMOak81 441346 441430
chlChPhzS140 418220 418319
chlDTR133 416608 416707
chlPCL1607 414874 414973
chlChPhzTR39 409687 409786
chlChPhzTR38 437837 437936
chl66 431605 431704
chl449 423641 423740
chlZJU60 411507 411591
chlQ16 422674 422773
chlPb-St2 399845 399944
chlM71 483408 483507
chl464 423641 423740
chlChPhzS135 419038 419137
chl17411 411207 411306
chl19603 439565 439663
chl17809 411213 411312
chlCW2 419852 419950
chlC50 426217 426316
chlP2 431997 432096
chlChPhzS24 408019 408118
chl6698 422025 422124
chlChPhzTR44 415277 415376
chl2210 432826 432925
chlToZa7 427490 427589
chlSLPH10 419753 419852
chlChPhzS23 414759 414858
chlPCL1391 414417 414516
chlStFRB508 230867 230966
chl21509 423378 423462
chl50083 415026 415110
chlO6 420302 420401
chlChPhzTR18 407914 408013
chlK27 470050 470149
>29511_29512 with 29511_25428 left
chlM12 417751 417850
chl189 2527171 2527270
chlB25 425103 425202
chlChPhzTR36 419840 419939
chlJD37 6238828 6238927
>29445_28776 with 29445_29446 left
chlM12 248144 248243
chlTAMOak81 282760 282821
chlChPhzS140 245875 245962
chlDTR133 245869 245956
chlPCL1607 245857 245944
chlChPhzTR39 245426 245513
chlChPhzTR39 245559 245658
chlChPhzTR38 245717 245804
chlChPhzTR38 245850 245949
chl189 2710929 2710990
chl189 2710773 2710885
chl66 254730 254817
chl66 254863 254962
chl449 250311 250410
chl17415 247359 247471
chlZJU60 248852 248914
chlZJU60 248961 249060
chlQ16 247924 248023
chlPb-St2 241529 241592
chlM71 260462 260561
chl464 250311 250410
chlChPhzS135 245864 245951
chlB25 252562 252674
chl17411 245944 246005
chl19603 258407 258506
chl17809 245950 246011
chlCW2 248685 248784
chlC50 253175 253262
chlC50 253308 253407
chlP2 254150 254237
chlP2 254283 254382
chlChPhzS24 245510 245597
chlChPhzS24 245643 245742
chl6698 255082 255169
chl6698 255215 255314
chlChPhzTR44 245770 245837
chlChPhzTR44 245882 245981
chl2210 256681 256780
chlToZa7 245864 245951
chlSLPH10 246487 246574
chlChPhzS23 251965 252052
chlChPhzS23 252098 252197
chlPCL1391 244106 244173
chlPCL1391 244218 244317
chlLzh-T5 246468 246555
chlLzh-T5 246601 246700
chlPA23 127023 127110
chlPA23 127156 127255
chlChPhzTR36 252954 253041
chlChPhzTR36 253087 253186
chl21509 246015 246082
chl50083 255309 255370
chl50083 255412 255524
chlO6 251795 251882
chlO6 251928 252027
chlChPhzTR18 245713 245800
chlChPhzTR18 245846 245945
chlK27 260235 260334
>24854_29685 with 28755_29685 right
chlM12 683541 683642
chl449 689296 689397
chlM71 738424 738525
chl464 689296 689397
chlCW2 683414 683515
chlJD37 5982656 5982757
chlStFRB508 496694 496795
chl189 2266800 2266896
chl189 2266079 2266195
chl66 686940 687041
chl17415 667911 668007
chl17415 668612 668728
chlC50 681357 681458
chlP2 695696 695797
chlPA23 558497 558598
chlChPhzTR36 674537 674638
>24854_29685 with 25662_29685 right
chlM12 683541 683642
chl449 689296 689397
chlM71 738424 738525
chl464 689296 689397
chlCW2 683414 683515
chlJD37 5982656 5982757
chlStFRB508 496694 496795
chlQ16 686724 686825
>24854_29685 with 27056_29685 right
chlM12 683541 683642
chl449 689296 689397
chlM71 738424 738525
chl464 689296 689397
chlCW2 683414 683515
chlJD37 5982656 5982757
chlStFRB508 496694 496795
chlB25 676590 676686
chlB25 677291 677392
>24854_29685 with 18672_29685 right
chlM12 683541 683642
chl449 689296 689397
chlM71 738424 738525
chl464 689296 689397
chlCW2 683414 683515
chlJD37 5982656 5982757
chlStFRB508 496694 496795
chl6698 678307 678408
>29461_29462 with 28244_29462 right
chlM12 1830958 1831057
chlChPhzS140 1847070 1847169
chlDTR133 1892034 1892133
chlPCL1607 1894283 1894382
chlQ16 1858472 1858571
chlChPhzS135 1858288 1858387
chlJD37 4785625 4785724
chlChPhzTR44 1882499 1882579
chl2210 1857406 1857505
chlToZa7 1856349 1856448
chlSLPH10 1855086 1855185
chlPCL1391 1835260 1835359
chl50083 1889818 1889898
chlK27 1880454 1880553
chlTAMOak81 1853488 1853587
chlZJU60 1825673 1825773
chlM71 1893333 1893432
chl17411 1898470 1898570
chl17809 1898483 1898583
chl21509 1869149 1869248
>29461_29462 with 28787_29462 right
chlM12 1830958 1831057
chlChPhzS140 1847070 1847169
chlDTR133 1892034 1892133
chlPCL1607 1894283 1894382
chlQ16 1858472 1858571
chlChPhzS135 1858288 1858387
chlJD37 4785625 4785724
chlChPhzTR44 1882499 1882579
chl2210 1857406 1857505
chlToZa7 1856349 1856448
chlSLPH10 1855086 1855185
chlPCL1391 1835260 1835359
chl50083 1889818 1889898
chlK27 1880454 1880553
chlChPhzTR39 1887145 1887244
chlChPhzTR38 1890194 1890293
chl189 1004755 1004854
chl66 1877581 1877680
chl449 1851778 1851877
chl17415 1832322 1832421
chlPb-St2 1782475 1782574
chl464 1853712 1853811
chlB25 2025172 2025271
chl19603 1849558 1849657
chlCW2 1842786 1842885
chlC50 1844837 1844936
chlP2 1880333 1880432
chlChPhzS24 1880122 1880221
chl6698 1891356 1891455
chlChPhzS23 1856043 1856142
chlLzh-T5 1854898 1854997
chlPA23 1781378 1781477
chlStFRB508 1661310 1661409
chlChPhzTR36 1896583 1896682
chlO6 1957289 1957388
chlChPhzTR18 1869343 1869442
>29544_29544 with 29543_29544 right
chlM12 6173741 6173843
chl189 3503502 3503603
chl449 6415081 6415172
chl17415 6075968 6076069
chlQ16 6356459 6356560
chlM71 6254491 6254593
chl464 6417465 6417556
chlB25 6417704 6417820
chl19603 6560183 6560284
chlCW2 6376169 6376270
chlJD37 609330 609431
chl2210 6297448 6297549
chlPA23 6999468 6999569
chlStFRB508 6236899 6236990
chl50083 6258399 6258515
chlK27 6315725 6315827
chlM12 6172951 6173052
chl189 3504291 3504405
chl449 6414291 6414392
chl17415 6075179 6075280
chlQ16 6355669 6355770
chlPb-St2 6068612 6068713
chlM71 6253701 6253802
chl464 6416675 6416776
chl19603 6559393 6559494
chlCW2 6375379 6375480
chl2210 6296658 6296759
chl50083 6257598 6257712
chlK27 6314935 6315036
>29489_29490 with 29489_16997 left
chlM12 5103203 5103302
chlTAMOak81 5074426 5074511
chlChPhzTR39 5380728 5380827
chlChPhzTR38 5325707 5325806
chl449 5358792 5358891
chl17415 5045560 5045645
chlQ16 5278423 5278522
chlM71 5191532 5191631
chl464 5360727 5360826
chlC50 5095021 5095120
chlP2 5581121 5581220
chlJD37 1704276 1704375
chlChPhzS24 5180892 5180991
chl6698 5403303 5403402
chl2210 5201427 5201526
chlLzh-T5 5183122 5183221
chlPA23 5150050 5150149
chlChPhzTR36 5304540 5304639
chl50083 5244139 5244238
chlO6 5244075 5244174
chlChPhzTR18 5196849 5196948
chlK27 5252587 5252686
chl189 4602038 4602123
>16962_29606 with 29605_29606 right
chlM12 793548 793649
chlZJU60 786884 787000
chlChPhzS135 793860 793976
chl17411 786352 786468
chl17809 786360 786476
chlChPhzTR38 805799 805915
chl66 797652 797768
chlM71 848374 848475
chlC50 791929 792045
chlP2 806637 806751
chlChPhzS24 786127 786243
chl6698 788976 789092
chlLzh-T5 776317 776433
chlChPhzTR36 786829 786945
chlO6 796418 796534
chlChPhzTR18 784713 784829
chlK27 835278 835379
>16962_29606 with 24704_29606 right
chlM12 793548 793649
chlZJU60 786884 787000
chlChPhzS135 793860 793976
chl17411 786352 786468
chl17809 786360 786476
chl449 801373 801488
chl464 801373 801488
chlJD37 5866518 5866633
chlStFRB508 609298 609413
>29573_29574 with 29188_29574 right
chlM12 6637719 6637818
chlChPhzTR39 6974021 6974121
chlChPhzTR38 6875634 6875734
chl66 6715456 6715556
chl449 6880259 6880358
chlQ16 6846834 6846934
chlM71 6725246 6725346
chl464 6882643 6882742
chl19603 7028075 7028174
chlCW2 6843430 6843530
chlC50 6659442 6659542
chlP2 7121237 7121337
chlChPhzS24 6817471 6817571
chl6698 6956015 6956115
chl2210 6772704 6772804
chlChPhzS23 6674304 6674404
chlLzh-T5 6754723 6754823
chlPA23 6530203 6530303
chlChPhzTR36 6852269 6852369
chl21509 6977977 6978077
chlO6 6898448 6898548
chlChPhzTR18 6801118 6801218
chlK27 6785899 6785999
chlChPhzS140 6980791 6980890
chlDTR133 6971073 6971172
chlPCL1607 6820100 6820199
chl189 3037161 3037261
chl17415 6590291 6590391
chlZJU60 6733968 6734068
chlChPhzS135 6846471 6846570
chlB25 6928565 6928665
chl17411 7119137 7119237
chl17809 7125639 7125739
chlChPhzTR44 6784670 6784769
chlToZa7 6922046 6922145
chlSLPH10 7134098 7134197
chlPCL1391 6752691 6752790
>29499_29500 with 29499_28746 left
chlM12 2200337 2200436
chl189 632774 632873
chl449 2324253 2324352
chl17415 2184659 2184758
chlQ16 2253157 2253256
chlM71 2239962 2240061
chl464 2326187 2326286
chlB25 2425819 2425918
chl19603 2198059 2198158
chlCW2 2241233 2241332
chlJD37 4431596 4431695
chl2210 2207239 2207338
chlStFRB508 2015333 2015432
chl50083 2239258 2239357
chlK27 2267423 2267522
chlTAMOak81 2199189 2199288
chlChPhzTR39 2328585 2328684
chlChPhzTR38 2337335 2337434
chl66 2260701 2260800
chlPb-St2 2169262 2169361
chlC50 2235624 2235723
chlP2 2351571 2351670
chlChPhzS24 2228820 2228919
chl6698 2290390 2290489
chlChPhzS23 2207277 2207376
chlLzh-T5 2207107 2207206
chlPA23 2131359 2131458
chlChPhzTR36 2295597 2295696
chlO6 2368361 2368460
chlChPhzTR18 2219360 2219459
>29429_29430 with 29429_28896 left
chlM12 3189231 3189351
chl449 3309585 3309705
chlQ16 3259463 3259583
chlM71 3199922 3200042
chl464 3311521 3311641
chlB25 3489849 3489983
chl19603 3222113 3222233
chlCW2 3213834 3213954
chl2210 3212540 3212660
chlStFRB508 3112369 3112489
chl50083 3301926 3302060
chlK27 3230072 3230192
chlChPhzS140 3266509 3266629
chlDTR133 3299321 3299441
chlPCL1607 3256658 3256778
chlChPhzTR39 3295784 3295904
chlChPhzTR38 3315035 3315155
chl66 3257953 3258073
chlZJU60 3130315 3130435
chlChPhzS135 3225066 3225186
chl17411 3287002 3287122
chl17809 3286992 3287112
chlC50 3234093 3234213
chlP2 3370332 3370452
chlJD37 3488652 3488772
chlChPhzS24 3218988 3219108
chl6698 3301569 3301689
chlChPhzTR44 3248991 3249111
chlToZa7 3271352 3271472
chlSLPH10 3296830 3296950
chlChPhzS23 3183401 3183521
chlPCL1391 3202436 3202556
chlLzh-T5 3203293 3203413
chlPA23 3136366 3136486
chlChPhzTR36 3317693 3317813
chl21509 3224041 3224161
chlO6 3353669 3353789
chlChPhzTR18 3247759 3247879
>29393_29388 with 29393_29390 left
chlM12 1641146 1641217
chl449 1662400 1662471
chl17415 1645739 1645810
chlQ16 1649475 1649546
chl464 1664334 1664405
chlStFRB508 1471901 1471972
chlK27 1692436 1692507
chlM12 1641287 1641358
chl189 1188571 1188671
chl449 1662541 1662612
chl17415 1645868 1645939
chlQ16 1649616 1649687
chlM71 1702719 1702790
chl464 1664475 1664546
chl19603 1660624 1660695
chlJD37 4991377 4991448
chlStFRB508 1472042 1472113
chlK27 1692577 1692648
>29393_29388 with 29393_29392 left
chlM12 1641146 1641217
chl449 1662400 1662471
chl17415 1645739 1645810
chlQ16 1649475 1649546
chl464 1664334 1664405
chlStFRB508 1471901 1471972
chlK27 1692436 1692507
chlM12 1641428 1641499
chlChPhzTR39 1676989 1677060
chlChPhzTR38 1678693 1678764
chl189 1188442 1188542
chl66 1672165 1672236
chl449 1662682 1662753
chl17415 1645994 1646065
chlQ16 1649757 1649828
chlM71 1702861 1702932
chl464 1664616 1664687
chl19603 1660765 1660836
chlCW2 1653697 1653768
chlC50 1639247 1639318
chlP2 1673735 1673806
chlJD37 4991236 4991307
chlChPhzS24 1669946 1670017
chl6698 1675543 1675614
chl2210 1664861 1664932
chlChPhzS23 1650536 1650607
chlLzh-T5 1648063 1648134
chlPA23 1578741 1578812
chlStFRB508 1472183 1472254
chlChPhzTR36 1692683 1692754
chlChPhzTR18 1659191 1659262
chlK27 1692718 1692789
>29393_29388 with 29393_24795 left
chlM12 1641146 1641217
chl449 1662400 1662471
chl17415 1645739 1645810
chlQ16 1649475 1649546
chl464 1664334 1664405
chlStFRB508 1471901 1471972
chlK27 1692436 1692507
chl17415 1645610 1645681
>29315_29316 with 29315_27908 left
chlM12 2381113 2381244
chlChPhzS140 2444253 2444384
chlDTR133 2474771 2474902
chlPCL1607 2437913 2438044
chlChPhzTR39 2496969 2497100
chl189 325505 325635
chl449 2504976 2505107
chl17415 2360065 2360195
chlZJU60 2330333 2330464
chlQ16 2431063 2431194
chlPb-St2 2345027 2345157
chlM71 2416492 2416623
chl464 2506910 2507041
chlChPhzS135 2398256 2398387
chl17411 2442981 2443111
chl19603 2377867 2377997
chl17809 2442994 2443124
chlCW2 2420731 2420861
chlC50 2400976 2401107
chlJD37 4260077 4260207
chl6698 2454457 2454588
chlChPhzTR44 2422648 2422779
chl2210 2385596 2385726
chlToZa7 2435942 2436073
chlSLPH10 2475626 2475757
chlChPhzS23 2374677 2374808
chlPCL1391 2381090 2381221
chlLzh-T5 2383336 2383467
chlStFRB508 2283764 2283895
chlChPhzTR36 2498389 2498520
chlK27 2453401 2453531
chl50083 2464119 2464249
chlO6 2541354 2541485
>29523_29524 with 29523_16983 left
chlM12 1007670 1007756
chlChPhzS140 1028555 1028640
chlDTR133 1016744 1016829
chlPCL1607 1065730 1065815
chlChPhzTR39 1031831 1031916
chlChPhzTR38 1035663 1035748
chl189 1939607 1939692
chl66 1032259 1032344
chl449 1033465 1033550
chl17415 1016600 1016700
chlQ16 1015956 1016041
chlM71 1079240 1079325
chl464 1035399 1035484
chlB25 1044447 1044532
chl19603 1020691 1020776
chlCW2 1015305 1015390
chlC50 1005367 1005452
chlP2 1012530 1012615
chlJD37 5632905 5632990
chlChPhzS24 1027026 1027111
chl6698 1031238 1031323
chl2210 1024352 1024437
chlChPhzS23 1003863 1003948
chlPCL1391 1005537 1005622
chlPA23 905598 905683
chlStFRB508 833255 833340
chlChPhzTR36 1057171 1057256
chl50083 1023191 1023276
chlO6 1025777 1025862
chlChPhzTR18 1014576 1014661
chlK27 1065004 1065089
chlTAMOak81 1044416 1044516
>29543_29544 with 29544_29544 right
chlM12 6172951 6173052
chl189 3504291 3504405
chl449 6414291 6414392
chl17415 6075179 6075280
chlQ16 6355669 6355770
chlPb-St2 6068612 6068713
chlM71 6253701 6253802
chl464 6416675 6416776
chl19603 6559393 6559494
chlCW2 6375379 6375480
chl2210 6296658 6296759
chl50083 6257598 6257712
chlK27 6314935 6315036
chlM12 6173741 6173843
chl189 3503502 3503603
chl449 6415081 6415172
chl17415 6075968 6076069
chlQ16 6356459 6356560
chlM71 6254491 6254593
chl464 6417465 6417556
chlB25 6417704 6417820
chl19603 6560183 6560284
chlCW2 6376169 6376270
chlJD37 609330 609431
chl2210 6297448 6297549
chlPA23 6999468 6999569
chlStFRB508 6236899 6236990
chl50083 6258399 6258515
chlK27 6315725 6315827
>29319_29320 with 29319_26987 left
chlM12 4165601 4165697
chl449 4338345 4338441
chlQ16 4244212 4244308
chlM71 4207186 4207282
chl464 4340280 4340376
chl19603 4547392 4547488
chlCW2 4265225 4265321
chlJD37 2634164 2634260
chl2210 4251236 4251332
chlStFRB508 4179976 4180072
chlK27 4268535 4268631
chl189 5909757 5909855
chl17415 4047178 4047276
chl50083 4294009 4294107
>28957_29632 with 29631_29632 right
chlM12 2338546 2338646
chlChPhzTR39 2456402 2456502
chlChPhzTR38 2478481 2478581
chl66 2408221 2408321
chlQ16 2390801 2390901
chlCW2 2378515 2378615
chlC50 2360403 2360503
chlP2 2501264 2501364
chlJD37 4299933 4300033
chlChPhzS24 2369949 2370049
chl6698 2413858 2413958
chlChPhzS23 2333911 2334011
chlPA23 2269560 2269660
chlChPhzTR36 2457791 2457891
chlO6 2501211 2501311
chlChPhzTR18 2405148 2405248
chl449 2464429 2464529
chlM71 2380250 2380350
chl464 2466363 2466463
chl19603 2337674 2337774
chl2210 2345404 2345504
chlLzh-T5 2342749 2342849
chlK27 2415642 2415742
>28957_29632 with 19998_29632 right
chlM12 2338546 2338646
chlChPhzTR39 2456402 2456502
chlChPhzTR38 2478481 2478581
chl66 2408221 2408321
chlQ16 2390801 2390901
chlCW2 2378515 2378615
chlC50 2360403 2360503
chlP2 2501264 2501364
chlJD37 4299933 4300033
chlChPhzS24 2369949 2370049
chl6698 2413858 2413958
chlChPhzS23 2333911 2334011
chlPA23 2269560 2269660
chlChPhzTR36 2457791 2457891
chlO6 2501211 2501311
chlChPhzTR18 2405148 2405248
chl17415 2320472 2320579
>28957_29632 with 17102_29632 right
chlM12 2338546 2338646
chlChPhzTR39 2456402 2456502
chlChPhzTR38 2478481 2478581
chl66 2408221 2408321
chlQ16 2390801 2390901
chlCW2 2378515 2378615
chlC50 2360403 2360503
chlP2 2501264 2501364
chlJD37 4299933 4300033
chlChPhzS24 2369949 2370049
chl6698 2413858 2413958
chlChPhzS23 2333911 2334011
chlPA23 2269560 2269660
chlChPhzTR36 2457791 2457891
chlO6 2501211 2501311
chlChPhzTR18 2405148 2405248
chlPb-St2 2305940 2306040
>29347_29519 with 29708_29519 right
chlM12 708228 708358
chl189 2241181 2241311
chl449 713959 714089
chlQ16 711412 711542
chlM71 763097 763227
chl464 713959 714089
chl19603 719097 719227
chlCW2 708059 708189
chlJD37 5957966 5958096
chl2210 721577 721707
chlChPhzS23 694882 695012
chlStFRB508 521556 521686
chlChPhzTR36 699819 699949
chl50083 703356 703486
chlK27 749721 749851
chlTAMOak81 731459 731589
chlChPhzS140 705519 705603
chlDTR133 703907 703991
chlPCL1607 702174 702258
chlChPhzTR39 700850 700946
chlChPhzTR38 720272 720368
chl66 712240 712336
chl17415 693525 693621
chlZJU60 699223 699307
chlPb-St2 685422 685518
chlChPhzS135 706338 706422
chlB25 701677 701773
chl17411 698649 698733
chl17809 698656 698740
chlC50 706607 706703
chlP2 721032 721128
chlChPhzS24 700600 700696
chl6698 703473 703569
chlChPhzTR44 702578 702662
chlToZa7 714779 714863
chlSLPH10 707053 707137
chlPCL1391 701718 701802
chlLzh-T5 690870 690966
chlPA23 583589 583685
chl21509 711454 711538
chlO6 710763 710859
chlChPhzTR18 699180 699276
>29687_29688 with 29687_17137 left
chlM12 1083765 1083861
chlChPhzTR39 1107872 1107968
chlChPhzTR38 1111807 1111903
chl189 1863849 1863945
chl66 1108872 1108968
chl449 1109668 1109764
chl17415 1092735 1092831
chl17415 1092859 1092979
chlQ16 1092042 1092138
chlPb-St2 1060354 1060450
chlM71 1155347 1155443
chl464 1111602 1111698
chlB25 1120726 1120822
chlCW2 1091387 1091483
chlC50 1081527 1081623
chlJD37 5552841 5552937
chlChPhzS24 1103170 1103253
chl6698 1107399 1107482
chl2210 1100471 1100567
chlChPhzS23 1080626 1080722
chlPA23 981734 981830
chlStFRB508 909901 909997
chlChPhzTR36 1133302 1133385
chl50083 1098927 1099025
chlO6 1101902 1101986
chlChPhzTR18 1090718 1090801
chlK27 1140740 1140836
chl19603 1096809 1096905
>29559_29560 with 29559_24375 left
chlM12 6305151 6305282
chlChPhzTR39 6638505 6638636
chlChPhzTR38 6540063 6540194
chl66 6377405 6377536
chl449 6546553 6546684
chlQ16 6487823 6487954
chlPb-St2 6201390 6201521
chlM71 6385947 6386078
chl464 6548937 6549068
chl19603 6692302 6692433
chlCW2 6507388 6507519
chlP2 6782993 6783124
chlJD37 451529 451660
chlChPhzS24 6474356 6474487
chl6698 6624856 6624987
chl2210 6428709 6428840
chlChPhzS23 6332981 6333112
chlLzh-T5 6400829 6400960
chlPA23 6867748 6867879
chlStFRB508 6382951 6383082
chlChPhzTR36 6515091 6515222
chlO6 6443625 6443756
chlChPhzTR18 6426852 6426983
chlK27 6447141 6447272
chlTAMOak81 6257592 6257667
chlB25 6550066 6550127
>29559_29560 with 29559_26641 left
chlM12 6305151 6305282
chlChPhzTR39 6638505 6638636
chlChPhzTR38 6540063 6540194
chl66 6377405 6377536
chl449 6546553 6546684
chlQ16 6487823 6487954
chlPb-St2 6201390 6201521
chlM71 6385947 6386078
chl464 6548937 6549068
chl19603 6692302 6692433
chlCW2 6507388 6507519
chlP2 6782993 6783124
chlJD37 451529 451660
chlChPhzS24 6474356 6474487
chl6698 6624856 6624987
chl2210 6428709 6428840
chlChPhzS23 6332981 6333112
chlLzh-T5 6400829 6400960
chlPA23 6867748 6867879
chlStFRB508 6382951 6383082
chlChPhzTR36 6515091 6515222
chlO6 6443625 6443756
chlChPhzTR18 6426852 6426983
chlK27 6447141 6447272
chl189 3370037 3370168
chl17415 6206850 6206981
chl21509 6612164 6612295
>12438_29710 with 29709_29710 right
chlM12 5321307 5321395
chlTAMOak81 5285805 5285904
chl189 4337211 4337310
chl449 5575201 5575289
chl17415 5268259 5268358
chl464 5577136 5577224
chlB25 5576914 5577002
chlChPhzS140 5708596 5708684
chlDTR133 5552467 5552556
chlPCL1607 5508614 5508702
chlZJU60 5425504 5425603
chlM71 5413076 5413164
chlChPhzS135 5544741 5544829
chl17411 5719040 5719139
chl17809 5719046 5719145
chlChPhzTR44 5498126 5498214
chlToZa7 5595594 5595682
chlSLPH10 5838407 5838495
chlPCL1391 5451066 5451154
chl50083 5445640 5445739
chlK27 5474113 5474201
>29695_29696 with 28933_29696 right
